OBJECTID,BUSINESS_ID,SCORE,DATE_,DESCRIPTION,TYPE
6733,94087EC1-F074-A22A-5746E187160A9B24,100,2014-03-31T00:00:00.000Z,,routine
6734,9F68B125-3048-94EE-9857BF4A926C03D8,91.5,2014-03-26T00:00:00.000Z,,routine
6735,A04BE684-3048-98E5-1A8B00C558F82751,90,2014-03-25T00:00:00.000Z,,routine
6736,A29098C7-3048-98E5-1AC4696360998F49,92.5,2014-03-31T00:00:00.000Z,,routine
6737,75B43045-B9D3-61CA-E0BB8A5AA2CC5246,96.5,2014-03-25T00:00:00.000Z,,routine
6738,7E1A2DC4-1422-201B-1985D4137B96BC6C,96,2014-03-24T00:00:00.000Z,,routine
6739,81F7A1A1-BA07-6A25-89B77578F8EEA69F,96.5,2014-03-31T00:00:00.000Z,,routine
6740,93944C5C-FF92-464D-5B5771FCF870A827,97,2014-03-27T00:00:00.000Z,,routine
6741,A21E43EB-3048-9933-80F43647C446C8F8,96,2014-03-28T00:00:00.000Z,,routine
6742,A8EAB059-06CA-EF88-23A3F3B5DDA89697,97,2014-03-26T00:00:00.000Z,,routine
6743,C2120FF2-3048-98E1-5CD1D3F2B01879DB,96.5,2014-03-25T00:00:00.000Z,,routine
6744,C8996FCB-BAA5-14B1-5185948B12AE2600,96,2014-03-14T00:00:00.000Z,,routine
6745,F8AC1889-D806-494F-78AFF3206E1352D8,96,2014-03-28T00:00:00.000Z,,routine
6746,FFD425F2-3048-98E7-042DD51886117F35,97,2014-03-20T00:00:00.000Z,,routine
6747,04F99854-009D-5139-7286AC66B1ED4DAF,98.5,2014-03-26T00:00:00.000Z,,routine
6748,0B4D3655-9183-E0D4-0A8CDF1A87CBBD98,97.5,2014-03-26T00:00:00.000Z,,routine
6749,12903B17-7644-F0F5-407914433970878E,97.5,2014-03-28T00:00:00.000Z,,routine
6750,497294,97.5,2014-03-28T00:00:00.000Z,,routine
6751,497709,98.5,2014-03-25T00:00:00.000Z,,routine
6752,498386,97.5,2014-03-28T00:00:00.000Z,,routine
6753,499891,97.5,2014-03-31T00:00:00.000Z,,routine
6754,500674,98.5,2014-03-27T00:00:00.000Z,,routine
6755,501776,98.5,2014-03-31T00:00:00.000Z,,routine
6756,52E1EDE4-C4C0-8924-7F561331B7E9B01E,98,2014-03-28T00:00:00.000Z,,routine
6757,5AFC6FA3-CAD0-24DE-2C313552E060D941,97.5,2014-03-21T00:00:00.000Z,,routine
6758,85DDEAB2-C05E-535B-A456A7ADFD0FE305,98,2014-03-24T00:00:00.000Z,,routine
6759,89FAA9F8-D3D0-4FF8-EC8F29193DAFE4A0,98.5,2014-03-25T00:00:00.000Z,,routine
6760,A0AD1E42-1199-9CBD-11C7D9629DDE3049,98.5,2014-03-27T00:00:00.000Z,,routine
6761,AB3AF8C1-3048-98E5-1A33D6763208E09C,98,2014-03-27T00:00:00.000Z,,routine
6762,B611A5E8-8BF5-C930-B7C4C544A27ADAB8,98,2014-03-26T00:00:00.000Z,,routine
6763,B86757BB-05A4-5BB3-53C1B20CCF59D6F6,97.5,2014-03-24T00:00:00.000Z,,routine
6764,B8D37A1B-F32D-C2A1-55CC0A1F0C073101,98,2014-03-31T00:00:00.000Z,,routine
6765,B8DC30D4-A205-3859-A8D61D500716D66D,97.5,2014-03-27T00:00:00.000Z,,routine
6766,B90F734B-D6A5-85A7-6E5B623361362A50,98,2014-03-21T00:00:00.000Z,,routine
6767,D422ED3B-0EDD-0E9D-903C9BB5F34539E5,98,2014-03-26T00:00:00.000Z,,routine
6768,DB81D09A-698E-EC67-9F24B4AB50106724,98.5,2014-03-26T00:00:00.000Z,,routine
6769,FFDDDE34-A77E-D142-07EF41B212A679BF,98.5,2014-03-27T00:00:00.000Z,,routine
6770,C8A9D635-1422-201B-19F4DBCC53FD0ACC,94.5,2014-04-10T00:00:00.000Z,,routine
6771,CBEEC3EA-D52F-EEFB-BF9E700431A7BFF6,95,2014-04-09T00:00:00.000Z,,routine
6772,116A52F7-1422-201B-19862EE247191797,96.5,2014-04-08T00:00:00.000Z,,routine
6773,149A846C-CAB7-3886-718AD0604C4D4C34,96,2014-04-04T00:00:00.000Z,,routine
6774,1AFA7A99-B4A2-AA2E-F9225516E9322A9A,97,2014-04-09T00:00:00.000Z,,routine
6775,1CEB4EC7-3048-983B-262BB83F02B8C680,96,2014-04-10T00:00:00.000Z,,routine
6776,2CC7440C-F82C-2DE2-686CD1B674CC39EC,97,2014-04-10T00:00:00.000Z,,routine
6777,34EF1A97-AE41-A5E8-B3FE9BD192C60787,97,2014-04-09T00:00:00.000Z,,routine
6778,493889,96,2014-04-11T00:00:00.000Z,,routine
6779,496150,96.5,2014-04-07T00:00:00.000Z,,routine
6780,497261,97,2014-04-10T00:00:00.000Z,,routine
6781,499757,96.5,2014-04-11T00:00:00.000Z,,routine
6782,501369,96.5,2014-04-09T00:00:00.000Z,,routine
6783,501843,96.5,2014-04-10T00:00:00.000Z,,routine
6784,66BFE3F0-D0A8-474F-67789657BA46CAE0,96,2014-04-10T00:00:00.000Z,,routine
6785,6B31C364-E2EB-E795-1271A3B9C5B8072E,96,2014-04-08T00:00:00.000Z,,routine
6786,98E38A03-1422-201B-19A7C533564B14FF,97,2014-04-10T00:00:00.000Z,,routine
6787,9EBD3E52-FA0E-63AA-FFD88B18CCAC2B3A,97,2014-04-11T00:00:00.000Z,,routine
6788,A1F4645C-F13D-4FBF-9533B3F65242AB1F,96.5,2014-04-09T00:00:00.000Z,,routine
6789,C5CF55F2-A30C-9615-AA30108819C30823,97,2014-04-07T00:00:00.000Z,,routine
6790,D194E770-156B-12D1-43A186E03CD99CFA,96.5,2014-04-10T00:00:00.000Z,,routine
6791,F83903FF-FED3-881F-9B2192CBD1E2F518,96,2014-04-11T00:00:00.000Z,,routine
6792,1351D77D-1355-BFB3-400E6556F53D09DB,91.5,2014-04-14T00:00:00.000Z,,routine
6793,26301E88-9486-28D6-4337A3B2F1693F52,100,2014-04-14T00:00:00.000Z,,routine
6794,05781571-D58F-1EE2-DB40597F49D3EEEB,90,2014-05-22T00:00:00.000Z,,routine
6795,12457BF5-F77C-2B3E-A94626CE00F16883,100,2014-05-15T00:00:00.000Z,,routine
6796,E584EEDA-BC2C-8828-F6C5141061AFEE78,96,2014-04-23T00:00:00.000Z,,routine
6797,A745B361-DC2C-1BB6-B05148AC9C86D656,99.5,2014-04-21T00:00:00.000Z,,routine
6798,E29F6688-B82C-3D9C-B281412DE001E5EB,98.5,2014-04-24T00:00:00.000Z,,routine
6799,F5A86412-D7A0-CAD2-9E29DA168A820536,98.5,2014-04-15T00:00:00.000Z,,routine
6800,1D0424B9-3048-983B-26BBAD475BC1C6F6,99,2014-04-30T00:00:00.000Z,,routine
6801,23B790FB-F408-A57E-2799F7B498C6C7F2,99,2014-04-30T00:00:00.000Z,,routine
6802,494930,98.5,2014-04-30T00:00:00.000Z,,routine
6803,495434,98.5,2014-05-02T00:00:00.000Z,,routine
6804,500460,98.5,2014-04-25T00:00:00.000Z,,routine
6805,AAA0E9C5-C7F4-4052-8FF81F22EB7E3324,98.5,2014-04-25T00:00:00.000Z,,routine
6806,B22AB604-1422-201B-199549B1BA58C095,99.5,2014-05-29T00:00:00.000Z,,routine
6807,DCC0E4CE-0469-5FBE-6AEF574D5B2993D3,99,2014-05-29T00:00:00.000Z,,routine
6808,AEBDCCE6-CB16-6C9F-E266F828BD4E9192,99,2014-05-01T00:00:00.000Z,,routine
6809,C08DCF1B-BE65-B4A2-C1ED2B27821042AF,98.5,2014-04-24T00:00:00.000Z,,routine
6810,499685,94.5,2014-05-27T00:00:00.000Z,,routine
6811,500358,94.5,2014-05-29T00:00:00.000Z,,routine
6812,501028,94,2014-05-28T00:00:00.000Z,,routine
6813,501700,95,2014-05-28T00:00:00.000Z,,routine
6814,501918,94,2014-05-27T00:00:00.000Z,,routine
6815,528084,94,2014-05-30T00:00:00.000Z,,routine
6816,93C7EFC2-138E-DDF7-D3DEED3B8D3A56C0,94,2014-05-29T00:00:00.000Z,,routine
6817,D0F7B380-0691-E233-062EF55878C492AF,95,2014-05-28T00:00:00.000Z,,routine
6818,D3168751-DFF8-F709-0996B96E865CBC0C,94,2014-05-28T00:00:00.000Z,,routine
6819,EDE2A25B-104B-D939-C6D39A8BD261BB7E,95,2014-05-29T00:00:00.000Z,,routine
6820,FCED12AE-B819-1AC2-47B1ED231CCDA163,98.5,2014-05-27T00:00:00.000Z,,routine
6821,A4DEB3DE-1422-201B-199500A4787286A3,95.5,2014-06-06T00:00:00.000Z,,followup
6822,B2128FF0-B6B7-4791-D196D5AB65DA4AEC,96,2014-06-13T00:00:00.000Z,,routine
6823,F84B466B-0381-7DB8-8691C5735A0A2F90,95.5,2014-06-11T00:00:00.000Z,,routine
6824,497763,97,2014-06-11T00:00:00.000Z,,routine
6825,498087,97,2014-06-13T00:00:00.000Z,,routine
6826,500595,97.5,2014-06-09T00:00:00.000Z,,routine
6827,502020,97,2014-06-11T00:00:00.000Z,,routine
6828,6EA3E3E6-3048-94EE-98445AF2BC3E8080,97,2014-06-06T00:00:00.000Z,,routine
6829,ACBB2A8B-9D65-E85D-6633DB6BFDA1EBA4,97,2014-06-11T00:00:00.000Z,,routine
6830,B1F2DF3F-AC80-F72D-2F97FD07407EB638,97,2014-06-09T00:00:00.000Z,,routine
6831,E3370D79-D9E5-1617-23F0A02F31374532,97.5,2014-06-11T00:00:00.000Z,,routine
6832,FEFF8D16-0A7E-1A98-D06B98654E8F7A5A,97,2014-06-10T00:00:00.000Z,,routine
6833,00365192-A8F6-87E1-4D85FECDC569C6AB,90.5,2014-04-03T00:00:00.000Z,,routine
6834,1278E474-5BE8-6D81-E17BD3DD16826553,92,2014-03-27T00:00:00.000Z,,routine
6835,23998278-FB94-BEF2-8770B7BB81428A50,93.5,2014-04-02T00:00:00.000Z,,routine
6836,23A58ACB-EF7D-3C6E-06E858C66DA9D234,92,2014-03-31T00:00:00.000Z,,routine
6837,26D21FDE-FDD2-9AA8-B76FEA44028D6A9C,100,2014-04-04T00:00:00.000Z,,routine
6838,496332,92.5,2014-04-02T00:00:00.000Z,,routine
6839,496379,92.5,2014-04-01T00:00:00.000Z,,routine
6840,503937,100,2014-04-03T00:00:00.000Z,,routine
6841,527907,83,2014-03-28T00:00:00.000Z,,routine
6842,655D882B-BA09-34CD-22959FF0F746A8EF,92.5,2014-04-03T00:00:00.000Z,,routine
6843,92036E1F-1422-201B-19326C79FCD7E517,90,2014-03-31T00:00:00.000Z,,routine
6844,9B2ECF65-E3EC-15F0-A13F17CA8465329D,92,2014-04-03T00:00:00.000Z,,routine
6845,B0F532FE-AB09-4B00-D61605D9F2A45851,92.5,2014-04-01T00:00:00.000Z,,followup
6846,FC8CF4C5-A7CA-934B-1E101135DAD3ABD4,92,2014-04-01T00:00:00.000Z,,routine
6847,226B237E-D739-68B9-F54CA41AB9EA7F4E,95.5,2014-04-04T00:00:00.000Z,,routine
6848,23377137-FE5B-25B8-95014EBB2B647681,95,2014-04-04T00:00:00.000Z,,routine
6849,2D13606F-A936-A5E0-BBD19B16D7C41B39,95.5,2014-04-01T00:00:00.000Z,,routine
6850,494996,95,2014-03-31T00:00:00.000Z,,routine
6851,495348,95.5,2014-04-03T00:00:00.000Z,,routine
6852,497692,94.5,2014-04-03T00:00:00.000Z,,routine
6853,501262,95.5,2014-04-03T00:00:00.000Z,,routine
6854,501518,95,2014-04-01T00:00:00.000Z,,routine
6855,3D24EB1D-F2CE-866C-3AEDF3BF9BB9F450,99.5,2014-06-10T00:00:00.000Z,,routine
6856,3D6CA64C-1422-201B-19E377DCFFFDA15C,98.5,2014-06-13T00:00:00.000Z,,routine
6857,494855,98,2014-06-05T00:00:00.000Z,,routine
6858,497085,99,2014-06-14T00:00:00.000Z,,routine
6859,4EC409C2-0297-1C1F-EB18BA9EDC0E5037,98,2014-06-12T00:00:00.000Z,,routine
6860,500833,98.5,2014-06-12T00:00:00.000Z,,routine
6861,501285,99.5,2014-06-13T00:00:00.000Z,,routine
6862,504232,98,2014-06-06T00:00:00.000Z,,routine
6863,528019,98.5,2014-06-13T00:00:00.000Z,,routine
6864,5F87670A-B0B1-247D-E4DC623C3FD47966,99.5,2014-06-12T00:00:00.000Z,,routine
6865,64777323-D756-ACB2-6EBF3F7099D2C74E,98.5,2014-06-10T00:00:00.000Z,,routine
6866,73BC50CE-AB93-7DF9-A9A7E2C3D419EAB6,99.5,2014-06-12T00:00:00.000Z,,routine
6867,9F4BC4B5-3048-94EE-982A6738437D1769,98.5,2014-06-10T00:00:00.000Z,,routine
6868,A5CBDC1E-9EE0-A019-53E545041FEE03B5,98,2014-06-09T00:00:00.000Z,,routine
6869,CCDF0DE7-05FD-F1BE-5A228A476EFADFEE,98,2014-06-13T00:00:00.000Z,,routine
6870,107A6D1D-103F-C532-FBE5DA646999368F,93,2014-06-17T00:00:00.000Z,,routine
6871,496642,90,2014-06-21T00:00:00.000Z,,routine
6872,496877,92,2014-06-18T00:00:00.000Z,,routine
6873,497477,92.5,2014-06-17T00:00:00.000Z,,routine
6874,497962,91.5,2014-06-20T00:00:00.000Z,,routine
6875,498084,92,2014-06-17T00:00:00.000Z,,routine
6876,499619,86.5,2014-06-18T00:00:00.000Z,,routine
6877,4D68DB90-CAF1-550A-67A870C2258A59C0,93,2014-06-17T00:00:00.000Z,,routine
6878,500142,91.5,2014-06-20T00:00:00.000Z,,routine
6879,500275,93,2014-06-19T00:00:00.000Z,,routine
6880,500957,92,2014-06-17T00:00:00.000Z,,routine
6881,010EBE88-D265-AB66-7F9392ED1ABEA2FC,94.5,2014-06-21T00:00:00.000Z,,routine
6882,3A653AF5-F132-069D-51CF17612670C93D,95,2014-06-18T00:00:00.000Z,,routine
6883,23242931-AE19-5C02-F77BE6E645F83F4B,96,2014-06-19T00:00:00.000Z,,followup
6884,494901,95.5,2014-06-19T00:00:00.000Z,,routine
6885,496099,96,2014-06-20T00:00:00.000Z,,routine
6886,497936,96.5,2014-06-18T00:00:00.000Z,,routine
6887,498076,96.5,2014-06-13T00:00:00.000Z,,routine
6888,104FD68A-10FF-100C-00D0DB759282A0B7,95.5,2014-05-27T00:00:00.000Z,,routine
6889,44FA4765-D5B2-6F90-EC1E106DFAFE90CC,95.5,2014-05-27T00:00:00.000Z,,routine
6890,495446,95.5,2014-05-29T00:00:00.000Z,,routine
6891,496986,95.5,2014-05-29T00:00:00.000Z,,routine
6892,498855,95.5,2014-05-29T00:00:00.000Z,,routine
6893,501502,96,2014-05-28T00:00:00.000Z,,routine
6894,501573,96,2014-05-23T00:00:00.000Z,,routine
6895,504119,96,2014-05-23T00:00:00.000Z,,routine
6896,6E9A838D-3048-94EE-987F85BF17E4234C,96.5,2014-05-28T00:00:00.000Z,,routine
6897,7F81CAD4-1422-201B-194063B89CF6EA41,96,2014-05-27T00:00:00.000Z,,routine
6898,3AC4D7D2-BC97-79A0-48485507E61498AC,97.5,2014-05-28T00:00:00.000Z,,routine
6899,496259,97.5,2014-05-28T00:00:00.000Z,,routine
6900,528014,97,2014-05-28T00:00:00.000Z,,routine
6901,721C0BA1-A335-B733-30F35681778C1A94,97,2014-05-27T00:00:00.000Z,,routine
6902,DCFF199C-E17E-CA06-1E23AFCD541CB86B,97,2014-05-29T00:00:00.000Z,,routine
6903,120E1727-B993-681E-4AB17E70A66B85B9,99,2014-05-23T00:00:00.000Z,,routine
6904,14A2929E-A041-025D-3ADECE95F0496E61,98,2014-05-30T00:00:00.000Z,,routine
6905,493869,98,2014-05-28T00:00:00.000Z,,routine
6906,498682,98,2014-05-28T00:00:00.000Z,,routine
6907,498704,98.5,2014-05-28T00:00:00.000Z,,routine
6908,A514002E-AF0F-38D2-1EAD91EF1380AAFC,99,2014-05-29T00:00:00.000Z,,routine
6909,A8FC0700-DA4F-E6EA-2266E579FF2442B7,98.5,2014-05-30T00:00:00.000Z,,routine
6910,A94DC242-1505-64A4-7730BBEC7C189129,98.5,2014-05-29T00:00:00.000Z,,routine
6911,119C7464-EC3A-5C90-BBB9FCF47C655585,90.5,2014-05-13T00:00:00.000Z,,routine
6912,18E1CEC5-FD55-5059-22462E64AED71870,92,2014-05-12T00:00:00.000Z,,routine
6913,494666,92.5,2014-05-09T00:00:00.000Z,,followup
6914,501513,92.5,2014-05-12T00:00:00.000Z,,routine
6915,504138,91.5,2014-05-15T00:00:00.000Z,,routine
6916,6142B34C-52BA-AC97-C3138582CBAA6E0F,90,2014-05-06T00:00:00.000Z,,routine
6917,8E0FA1B7-D23B-A868-E208BB16952D1A11,90,2014-05-16T00:00:00.000Z,,routine
6918,90E1CFA6-105E-1364-33FF8D1B15F7EC5D,93,2014-05-12T00:00:00.000Z,,routine
6919,A4DEB3DE-1422-201B-199500A4787286A3,87,2014-05-16T00:00:00.000Z,,routine
6920,DEBAF351-1422-201B-198DBD08BE836029,90.5,2014-05-12T00:00:00.000Z,,routine
6921,E7E6AEA2-FE72-1EA8-041CCCD5189197B3,88,2014-05-09T00:00:00.000Z,,routine
6922,E7E6AEA2-FE72-1EA8-041CCCD5189197B3,91.5,2014-05-16T00:00:00.000Z,,routine
6923,1203FA0F-15C8-1394-17A014C9C61EB956,94,2014-05-15T00:00:00.000Z,,routine
6924,2219AACA-E6BF-1B50-250786649C1538A3,95,2014-05-12T00:00:00.000Z,,routine
6925,3AD2A58F-97B8-AC12-F96F04F971A6A6FA,94,2014-05-09T00:00:00.000Z,,routine
6926,494684,94,2014-05-13T00:00:00.000Z,,routine
6927,496442,94.5,2014-05-08T00:00:00.000Z,,routine
6928,501018,92.5,2014-06-18T00:00:00.000Z,,followup
6929,501574,91,2014-06-18T00:00:00.000Z,,routine
6930,505EB10A-9AC6-57CA-E37480E9C9CB6A8E,93,2014-06-11T00:00:00.000Z,,routine
6931,71EB8CDA-AC76-9B11-46548553A9CBF1BF,93,2014-06-19T00:00:00.000Z,,routine
6932,85DDEAB2-C05E-535B-A456A7ADFD0FE305,90.5,2014-06-13T00:00:00.000Z,,routine
6933,9FA48D0B-3048-9838-FCE66556E24A9C5C,90,2014-06-19T00:00:00.000Z,,routine
6934,ABC1C603-03A3-7592-9007150E0F696D7C,86,2014-06-19T00:00:00.000Z,,routine
6935,B3CF7F4E-3048-98E7-04157AF46835F4A4,87.5,2014-06-17T00:00:00.000Z,,routine
6936,B630742D-9C49-A5F4-FC5269B15B2C8E5A,100,2014-06-16T00:00:00.000Z,,routine
6937,C0DAAEA6-F514-CAE6-F73E96B6200C3D05,92.5,2014-06-16T00:00:00.000Z,,routine
6938,D120BD74-AE87-0B9A-34D342FFD2CD7070,92.5,2014-06-18T00:00:00.000Z,,routine
6939,E5401410-C7DC-B8AD-4D4D25A9F3DF6CAF,84.5,2014-06-16T00:00:00.000Z,,routine
6940,499748,96,2014-06-16T00:00:00.000Z,,routine
6941,500535,95.5,2014-06-17T00:00:00.000Z,,routine
6942,501041,96.5,2014-06-18T00:00:00.000Z,,routine
6943,7D103A7D-12E1-6D08-1A5CC168554E9E1D,96.5,2014-06-13T00:00:00.000Z,,routine
6944,7EE78167-FF08-9383-B42A58F32B9B7CCB,96,2014-06-18T00:00:00.000Z,,routine
6945,500672,90,2014-06-02T00:00:00.000Z,,routine
6946,498763,95,2014-06-02T00:00:00.000Z,,routine
6947,A48B1658-1911-F777-1A65E2226FDBC1BD,94,2014-05-29T00:00:00.000Z,,followup
6948,146ADAE0-AAC4-D8A1-E80B7560649D44ED,95.5,2014-05-30T00:00:00.000Z,,routine
6949,763BB91D-D57A-96F3-D84C95C524FC47E9,96,2014-05-30T00:00:00.000Z,,routine
6950,DA0E7D1E-3048-94EE-9853588B60CC3EAA,96.5,2014-06-02T00:00:00.000Z,,routine
6951,229243AD-BDB1-D108-8B281A24E6E770AC,98.5,2014-05-29T00:00:00.000Z,,routine
6952,4A091C7F-EB2C-5A8C-B24359646582C21C,98.5,2014-05-29T00:00:00.000Z,,routine
6953,500288,98.5,2014-06-02T00:00:00.000Z,,routine
6954,D804EFCA-5C21-C187-DF5E692B11ACBB89,99,2014-05-22T00:00:00.000Z,,routine
6955,12306CA5-5E18-9A9C-845686BB2BA12119,88,2014-06-06T00:00:00.000Z,,routine
6956,2BD9937F-B211-0153-F8245FA6850A6D85,93.5,2014-06-03T00:00:00.000Z,,routine
6957,496529,90,2014-06-04T00:00:00.000Z,,routine
6958,500452,90,2014-06-06T00:00:00.000Z,,routine
6959,508848,100,2014-06-07T00:00:00.000Z,,routine
6960,7D14FB64-80D8-6375-0CCF173969F52311,93.5,2014-05-28T00:00:00.000Z,,routine
6961,CC5DABEE-E8DC-812F-ED67B731CFF28D0B,91.5,2014-06-02T00:00:00.000Z,,routine
6962,D96A9C27-BFF8-7554-D7EFBA741B6C722C,100,2014-06-03T00:00:00.000Z,,routine
6963,E9492F8C-3048-98E5-1AA53582E27FCFC1,93.5,2014-06-07T00:00:00.000Z,,routine
6964,ED95EEA3-BAB0-D794-40AF4D400EECA0D5,93.5,2014-06-03T00:00:00.000Z,,routine
6965,0220E23A-979D-5164-7BE7FC6D0623360A,95,2014-06-06T00:00:00.000Z,,routine
6966,0C5157D2-CADC-8E92-01BEB1637A2B053F,94.5,2014-06-04T00:00:00.000Z,,routine
6967,0D781320-0196-91B6-45AA697DB1F4C78C,95,2014-06-04T00:00:00.000Z,,routine
6968,28F4897F-AD09-5F2C-C762085417B50EB9,94,2014-06-04T00:00:00.000Z,,routine
6969,494827,94,2014-06-05T00:00:00.000Z,,routine
6970,509014,94.5,2014-06-06T00:00:00.000Z,,routine
6971,08FB1466-DF49-AD63-9BAD02404B09A9C0,92,2014-05-27T00:00:00.000Z,,routine
6972,09064FBA-F51A-70A9-5EF49F9709F54CDC,93,2014-05-27T00:00:00.000Z,,followup
6973,1396FDA8-1749-1448-B4D48A3C3364F60B,93,2014-05-28T00:00:00.000Z,,routine
6974,152C778A-1675-16D0-A903EC066FCB1B91,90.5,2014-05-27T00:00:00.000Z,,routine
6975,15BC3341-8426-CAD3-2BAAF0A62DC3C7F0,91.5,2014-05-23T00:00:00.000Z,,routine
6976,23242931-AE19-5C02-F77BE6E645F83F4B,88.5,2014-05-28T00:00:00.000Z,,routine
6977,495196,91,2014-05-29T00:00:00.000Z,,routine
6978,497093,92,2014-05-30T00:00:00.000Z,,routine
6979,498289,90,2014-05-28T00:00:00.000Z,,routine
6980,499885,86,2014-05-29T00:00:00.000Z,,followup
6981,501412,93,2014-05-27T00:00:00.000Z,,routine
6982,79A0677E-0022-2422-DF5473AA89257559,90,2014-05-29T00:00:00.000Z,,routine
6983,A9342359-F02F-5E6F-18245DCD2D6AC023,93,2014-05-27T00:00:00.000Z,,routine
6984,B710C163-C358-8BDF-BDBAE165451472E4,90,2014-05-28T00:00:00.000Z,,routine
6985,D13C8DEC-AC70-D696-CFF56AB6B589A8D6,92,2014-05-27T00:00:00.000Z,,routine
6986,EC453C6B-F30E-132C-7BD369D14CBB358E,85.5,2014-05-29T00:00:00.000Z,,routine
6987,FF37A78D-A563-DF93-D5EA468DA29F0BB7,92.5,2014-05-27T00:00:00.000Z,,routine
6988,125E0F75-7254-92C5-785511D99C945655,94.5,2014-05-27T00:00:00.000Z,,routine
6989,1BCF0760-9808-0C56-EFC36E8F5B239913,94.5,2014-05-28T00:00:00.000Z,,routine
6990,496879,94.5,2014-05-30T00:00:00.000Z,,routine
6991,493862,94.5,2014-06-18T00:00:00.000Z,,routine
6992,495439,94,2014-06-19T00:00:00.000Z,,routine
6993,495516,95,2014-06-18T00:00:00.000Z,,routine
6994,497076,95,2014-06-13T00:00:00.000Z,,routine
6995,498965,95,2014-06-10T00:00:00.000Z,,routine
6996,499079,95,2014-06-18T00:00:00.000Z,,routine
6997,49BAAA6D-3048-94EE-987E0E976E14F47D,94,2014-06-16T00:00:00.000Z,,routine
6998,500391,95,2014-06-19T00:00:00.000Z,,routine
6999,500981,95,2014-06-18T00:00:00.000Z,,routine
7000,501051,94.5,2014-06-17T00:00:00.000Z,,routine
7001,501141,94.5,2014-06-17T00:00:00.000Z,,routine
7002,91815FB0-E55F-3D58-87EF46A39937EA1C,94.5,2014-06-18T00:00:00.000Z,,routine
7003,9371AEF5-0B5A-2971-34B689B10A7EA4DF,95,2014-06-18T00:00:00.000Z,,routine
7004,ACC3D7EF-3048-98E5-1A3840B68B7267C1,94.5,2014-06-18T00:00:00.000Z,,routine
7005,AF2154DC-9D8B-C626-06AE93716E6F9825,95,2014-06-19T00:00:00.000Z,,routine
7006,B5D8B3F1-C348-6E57-CC2046EF3D9E2BAB,94.5,2014-06-19T00:00:00.000Z,,routine
7007,CC24C417-1529-D217-3D9FCE28397A3E68,95,2014-06-19T00:00:00.000Z,,routine
7008,D1526D40-D3ED-D8DA-A3E578C9DE0CC5AE,94,2014-06-19T00:00:00.000Z,,routine
7009,D43A58B6-EAC4-5791-73643387029E2F85,95,2014-06-18T00:00:00.000Z,,routine
7010,E269AAA0-060C-0234-B89C27CAE9E1AADF,94,2014-06-19T00:00:00.000Z,,routine
7011,23CA3B8C-9859-368E-57F5758633C91E97,97,2014-06-16T00:00:00.000Z,,routine
7012,498944,97,2014-06-19T00:00:00.000Z,,routine
7013,500051,97.5,2014-06-16T00:00:00.000Z,,routine
7014,502060,97.5,2014-06-20T00:00:00.000Z,,routine
7015,504071,97.5,2014-06-16T00:00:00.000Z,,routine
7016,5081EFD3-D713-42DB-F1166425DEDF9D97,97,2014-06-18T00:00:00.000Z,,routine
7017,61026ED4-FEA5-DB3B-74B3B4AF0ADCD9A2,97,2014-06-19T00:00:00.000Z,,routine
7018,6DB39F0C-DA4B-3D94-1633A128B988F702,97.5,2014-06-18T00:00:00.000Z,,routine
7019,6FA2D452-D7F6-C931-FBD5A8DADA4BA956,97.5,2014-06-21T00:00:00.000Z,,routine
7020,79E9CABB-A4BD-160C-510ED35242F944CB,97,2014-06-19T00:00:00.000Z,,routine
7021,95988AA4-95CE-9CEC-C7EDA70BBDE5202B,97.5,2014-06-19T00:00:00.000Z,,routine
7022,A55372B5-B899-6519-8E980B77C8A0621E,97,2014-06-20T00:00:00.000Z,,routine
7023,CC6A29AB-C201-ECE4-9AF5B2BD1EA04B09,97.5,2014-06-21T00:00:00.000Z,,routine
7024,3ABEF9F5-99F1-C60E-7AAA63F6FB19C2E2,99,2014-06-17T00:00:00.000Z,,routine
7025,4D496EB3-D45F-A0C7-A39432E0CD0C9053,98.5,2014-06-19T00:00:00.000Z,,routine
7026,500654,98,2014-06-20T00:00:00.000Z,,routine
7027,500930,98,2014-06-21T00:00:00.000Z,,routine
7028,502048,98,2014-06-16T00:00:00.000Z,,routine
7029,503754,98.5,2014-06-16T00:00:00.000Z,,routine
7030,7C9D87E6-3048-9838-FCD19193BA4A57AB,98,2014-06-17T00:00:00.000Z,,routine
7031,9C0C9A30-0D50-0602-DBDC1E64F81C474D,98.5,2014-06-20T00:00:00.000Z,,routine
7032,BD08840E-C55C-7863-09286BD5FC44A67C,98,2014-06-21T00:00:00.000Z,,routine
7033,D247568D-E927-E87E-E0C2EA0C278B96D3,98.5,2014-06-19T00:00:00.000Z,,routine
7034,13D531F0-B946-12D6-78C3EC64AFE17A6D,93.5,2014-06-26T00:00:00.000Z,,routine
7035,45E4E098-3048-9933-8051F08A12A17025,94.5,2014-06-24T00:00:00.000Z,,routine
7036,498953,94,2014-06-24T00:00:00.000Z,,routine
7037,4A3C65C2-F2CB-E5DD-B8FED42ADB69AF9D,93.5,2014-06-25T00:00:00.000Z,,routine
7038,501272,93.5,2014-06-19T00:00:00.000Z,,routine
7039,501018,87.5,2014-05-09T00:00:00.000Z,,routine
7040,501962,91,2014-05-06T00:00:00.000Z,,routine
7041,527421,91,2014-05-06T00:00:00.000Z,,routine
